job_id,job_title,level,company,location,skill_required,skill_category,primary_skill,num_skills,min_salary,max_salary,avg_salary,experience_years,experience_level,industry,company_size,education_required,remote_policy,is_remote_friendly,demand_score,posted_days_ago,applicants_count,benefits,salary_per_year,salary_range
294,Data Engineer,Senior,Company_Tech93,New York,"JavaScript, GCP, Statistics, Terraform, Redis",Programming,JavaScript,5,80819,109344,95081.5,2,Senior,Transportation,Enterprise (1000+),Master's,Flexible,1,89,21,185,"Parental Leave, Health Insurance, Learning Stipend, Remote Work",95082,28525
295,Data Warehouse Engineer,Senior,Company_AI23,Raleigh,"Communication, Statistics, Keras",Soft Skills,Communication,3,64515,87285,75900.0,5,Senior,Consulting,Small (11-50),Associate,On-site,0,76,25,17,"Free Lunch, Health Insurance",75900,22770
296,Healthcare Data Analyst,Senior,Company_Data100,Phoenix,"Scikit-learn, Spark, Metabase, LangChain, Machine Learning",ML/AI,Scikit-learn,5,65412,88499,76955.5,2,Senior,Technology,Medium (51-200),Associate,Flexible,1,100,4,46,"Parental Leave, 401k, Free Lunch, Health Insurance",76956,23087
297,Computer Vision Engineer,Senior,Company_Data64,Salt Lake City,"Hive, Airflow, RAG, GCP",Big Data,Hive,4,117182,158541,137861.5,5,Senior,Energy,Large (201-1000),Associate,On-site,0,90,10,77,"Tuition Reimbursement, Unlimited PTO, Gym Membership, Health Insurance",137862,41359
298,Computer Vision Engineer,Senior,Company_AI84,Boston,"NLP, RAG, Keras, LLM, Leadership, Computer Vision",ML/AI,NLP,6,92010,124484,108247.0,2,Senior,Retail,Large (201-1000),High School + Certification,Remote,1,73,8,55,"Tuition Reimbursement, Gym Membership, Remote Work",108247,32474
299,Analytics Consultant,Mid,Company_Cloud19,Detroit,"MySQL, Agile, SQL, Metabase, JavaScript, C++",Databases,MySQL,6,67881,91839,79860.0,7,Mid,Transportation,Large (201-1000),Associate,On-site,0,85,18,74,"Free Lunch, Health Insurance",79860,23958
300,Data Architect,Mid,Company_Cloud53,Nashville,"Deep Learning, Hadoop, MySQL, Azure, RAG",ML/AI,Deep Learning,5,128273,173546,150909.5,6,Mid,Finance,Small (11-50),Bachelor's,Hybrid,1,82,14,194,"Remote Work, Unlimited PTO",150910,45273
301,Analytics Manager,Senior,Company_Digital56,Philadelphia,"Spark, PyTorch, Agile, Power BI, Cassandra",Big Data,Spark,5,102999,139352,121175.5,12,Senior,Education,Enterprise (1000+),Master's,On-site,0,80,15,73,"Free Lunch, Remote Work, Parental Leave, Tuition Reimbursement",121175,36353
302,Database Administrator,Senior,Company_Digital13,St. Louis,"Tableau, LangChain, MongoDB, Excel, Docker",BI Tools,Tableau,5,86057,116430,101243.5,6,Senior,Energy,Large (201-1000),Master's,Hybrid,1,81,3,19,"Gym Membership, Free Lunch",101244,30373
303,Analytics Manager,Senior,Company_Data3,Minneapolis,"LangChain, JavaScript, Computer Vision",ML/AI,LangChain,3,87439,118300,102869.5,9,Senior,Education,Medium (51-200),Master's,Remote,1,79,12,9,"Free Lunch, Learning Stipend",102870,30861
304,Data Warehouse Engineer,Mid,Company_Analytics87,Minneapolis,"Statistics, Scala, Probability, Tableau, Leadership",Data Analysis,Statistics,5,67521,91353,79437.0,6,Mid,Finance,Small (11-50),Bachelor's,Flexible,1,83,28,5,"Tuition Reimbursement, Health Insurance",79437,23832
305,Data Architect,Senior,Company_Tech93,Philadelphia,"Kafka, Terraform, Tableau, GCP, Hadoop",Big Data,Kafka,5,87261,118058,102659.5,6,Senior,Real Estate,Startup,High School + Certification,On-site,0,95,25,103,"Gym Membership, Stock Options",102660,30797
306,Business Analyst,Senior,Company_Digital78,Denver,"R, Python, Kubernetes, Keras, Agile",Programming,R,5,72798,98492,85645.0,2,Senior,Insurance,Large (201-1000),High School + Certification,Remote,1,91,30,109,"Learning Stipend, Stock Options, Parental Leave",85645,25694
307,Data Engineer,Senior,Company_Data82,Seattle,"JavaScript, NLP, Tableau, Leadership, TensorFlow",Programming,JavaScript,5,98574,133365,115969.5,6,Senior,Energy,Startup,Master's,Hybrid,1,67,3,51,"Parental Leave, 401k, Gym Membership, Learning Stipend",115970,34791
308,Healthcare Data Analyst,Mid,Company_AI7,Minneapolis,"Beam, R, SQL",Big Data,Beam,3,62439,84476,73457.5,2,Mid,Telecommunications,Startup,Bachelor's,On-site,0,88,23,80,"401k, Remote Work, Health Insurance, Gym Membership",73458,22037
309,Healthcare Data Analyst,Mid,Company_Analytics62,Boston,"LangChain, Jenkins, Azure",ML/AI,LangChain,3,74332,100567,87449.5,2,Mid,Insurance,Startup,High School + Certification,Remote,1,71,19,11,"Learning Stipend, Stock Options, Remote Work, Tuition Reimbursement",87450,26235
310,Data Engineer,Mid,Company_Cloud7,Washington DC,"Project Management, Probability, Keras",Soft Skills,Project Management,3,98389,133114,115751.5,2,Mid,Energy,Startup,PhD,On-site,0,100,21,188,"Stock Options, Free Lunch, Gym Membership, Tuition Reimbursement",115752,34725
311,Operations Analyst,Mid,Company_Cloud75,San Francisco,"Project Management, R, Storytelling",Soft Skills,Project Management,3,69115,93508,81311.5,4,Mid,Manufacturing,Large (201-1000),Master's,Remote,1,80,7,184,"Tuition Reimbursement, Health Insurance",81312,24393
312,Data Architect,Mid,Company_Cloud80,Minneapolis,"Probability, Computer Vision, Leadership, NLP",Data Analysis,Probability,4,87261,118058,102659.5,6,Mid,Government,Startup,Associate,On-site,0,91,4,11,"Learning Stipend, Free Lunch, Gym Membership, Parental Leave",102660,30797
313,Supply Chain Analyst,Senior,Company_Analytics16,Miami,"Python, Statistics, Computer Vision",Programming,Python,3,78540,106260,92400.0,4,Senior,Technology,Startup,Associate,Hybrid,1,90,10,62,"Remote Work, Free Lunch, Stock Options",92400,27720
314,Data Analyst,Senior,Company_Digital36,Washington DC,"Looker, Flink, MongoDB, Scikit-learn, Deep Learning",BI Tools,Looker,5,61287,82919,72103.0,3,Senior,Technology,Large (201-1000),High School + Certification,On-site,0,90,5,22,"Parental Leave, Tuition Reimbursement",72103,21632
315,Analytics Consultant,Mid,Company_Data100,Raleigh,"Hadoop, Project Management, Linear Algebra, SQL",Big Data,Hadoop,4,95033,128574,111803.5,7,Mid,Manufacturing,Large (201-1000),Master's,Remote,1,100,26,95,"Learning Stipend, Tuition Reimbursement, Remote Work, 401k",111804,33541
316,Data Scientist,Senior,Company_Data53,Phoenix,"Computer Vision, Agile, MongoDB",ML/AI,Computer Vision,3,114953,155525,135239.0,5,Senior,Energy,Startup,Bachelor's,Flexible,1,74,8,24,"Stock Options, Gym Membership, Tuition Reimbursement",135239,40572
317,Computer Vision Engineer,Senior,Company_Cloud63,Denver,"Hadoop, Power BI, RAG, Computer Vision, QlikView, PostgreSQL",Big Data,Hadoop,6,89066,120501,104783.5,6,Senior,Transportation,Startup,PhD,Remote,1,80,14,126,"Remote Work, Tuition Reimbursement, Learning Stipend, Health Insurance",104784,31435
318,Data Warehouse Engineer,Senior,Company_Analytics34,Minneapolis,"Airflow, AWS, Redis, Agile, C++, JavaScript",Big Data,Airflow,6,70898,95920,83409.0,6,Senior,Media,Medium (51-200),Master's,Hybrid,1,83,18,66,"Gym Membership, 401k, Remote Work, Tuition Reimbursement",83409,25022
319,AI Research Scientist,Senior,Company_AI74,Detroit,"Excel, Statistics, RAG, Airflow, R",Data Analysis,Excel,5,88536,119784,104160.0,4,Senior,Consulting,Startup,Associate,On-site,0,92,4,189,"Tuition Reimbursement, Free Lunch, Parental Leave",104160,31248
320,Data Governance Analyst,Senior,Company_Data22,Washington DC,"AWS, QlikView, Kubernetes",Cloud,AWS,3,66720,90269,78494.5,2,Senior,Manufacturing,Startup,PhD,Flexible,1,81,17,71,"Parental Leave, Gym Membership",78495,23549
321,Operations Analyst,Mid,Company_AI28,Washington DC,"Elasticsearch, Cassandra, PyTorch, Leadership, TensorFlow, Airflow",Databases,Elasticsearch,6,65412,88499,76955.5,2,Mid,Entertainment,Medium (51-200),PhD,On-site,0,100,12,120,"Tuition Reimbursement, Free Lunch, Health Insurance, Remote Work",76956,23087
322,Data Engineer,Mid,Company_AI29,Portland,"PostgreSQL, JavaScript, Docker, Hive, Flink",Databases,PostgreSQL,5,74256,100464,87360.0,4,Mid,Entertainment,Enterprise (1000+),Associate,Hybrid,1,89,22,150,"Learning Stipend, Remote Work",87360,26208
323,Database Administrator,Mid,Company_Data34,Minneapolis,"LLM, Data Visualization, TensorFlow, Probability, Kubernetes",ML/AI,LLM,5,69115,93508,81311.5,4,Mid,Education,Small (11-50),Associate,Remote,1,89,7,20,"Health Insurance, Parental Leave, Tuition Reimbursement, Free Lunch",81312,24393
324,Data Scientist,Mid,Company_Digital33,Dallas,"C++, Computer Vision, Beam",Programming,C++,3,102637,138862,120749.5,5,Mid,Insurance,Large (201-1000),High School + Certification,Flexible,1,92,9,25,"Remote Work, Parental Leave, Gym Membership",120749,36225
325,Data Engineer,Mid,Company_Tech29,St. Louis,"R, C++, Excel, RAG, MongoDB",Programming,R,5,91493,123785,107639.0,5,Mid,Retail,Small (11-50),PhD,Remote,1,77,8,164,"Gym Membership, 401k, Remote Work, Stock Options",107639,32292
326,Data Engineer,Senior,Company_Data76,Raleigh,"Computer Vision, Azure, Statistics",ML/AI,Computer Vision,3,78234,105845,92039.5,6,Senior,Education,Large (201-1000),Associate,Hybrid,1,74,13,115,"Free Lunch, 401k, Gym Membership, Health Insurance",92040,27611
327,ML Engineer,Mid,Company_Digital49,Denver,"Linear Algebra, MySQL, Metabase, Keras",Data Analysis,Linear Algebra,4,109968,148781,129374.5,5,Mid,Transportation,Small (11-50),Bachelor's,Flexible,1,96,30,200,"Gym Membership, Free Lunch, 401k",129374,38813
328,Data Architect,Senior,Company_Cloud81,Boston,"RAG, Cassandra, Terraform, AWS",ML/AI,RAG,4,89294,120810,105052.0,5,Senior,Education,Medium (51-200),Bachelor's,Hybrid,1,71,19,135,"Parental Leave, Gym Membership, 401k, Remote Work",105052,31516
329,Sports Analyst,Senior,Company_Cloud72,Philadelphia,"MongoDB, Computer Vision, Beam",Databases,MongoDB,3,64515,87285,75900.0,5,Senior,Real Estate,Medium (51-200),Bachelor's,Flexible,1,71,19,82,"Tuition Reimbursement, Learning Stipend",75900,22770
330,Data Product Manager,Lead,Company_AI74,Dallas,"JavaScript, Elasticsearch, Linear Algebra",Programming,JavaScript,3,106814,144513,125663.5,12,Lead,Healthcare,Enterprise (1000+),High School + Certification,Hybrid,1,76,24,108,"Stock Options, Gym Membership",125664,37699
331,Marketing Analyst,Senior,Company_Analytics40,Atlanta,"GCP, PyTorch, Looker, Spark",Cloud,GCP,4,59353,80302,69827.5,5,Senior,Government,Large (201-1000),Bachelor's,On-site,0,76,13,171,"Gym Membership, Tuition Reimbursement",69828,20949
332,Data Architect,Mid,Company_Data32,Pittsburgh,"Agile, Looker, Statistics, Spark",Soft Skills,Agile,4,102688,138931,120809.5,5,Mid,Healthcare,Large (201-1000),Associate,Hybrid,1,86,4,181,"Gym Membership, Learning Stipend",120810,36243
333,Business Intelligence Analyst,Senior,Company_AI72,Portland,"Storytelling, Computer Vision, Project Management, JavaScript",Soft Skills,Storytelling,4,76436,103413,89924.5,3,Senior,Entertainment,Enterprise (1000+),Master's,On-site,0,78,14,54,"Learning Stipend, Gym Membership, 401k",89925,26977
334,Data Warehouse Engineer,Mid,Company_Analytics45,Dallas,"Beam, Airflow, Excel, Probability, QlikView",Big Data,Beam,5,59466,80454,69960.0,2,Mid,Insurance,Enterprise (1000+),PhD,On-site,0,77,3,93,"Stock Options, Health Insurance",69960,20988
335,Data Governance Analyst,Mid,Company_AI28,Washington DC,"Azure, Excel, RAG, Deep Learning, Redis",Cloud,Azure,5,67740,91649,79694.5,5,Mid,Insurance,Large (201-1000),PhD,Flexible,1,100,13,80,"Parental Leave, Stock Options, 401k, Tuition Reimbursement",79695,23909
336,Business Analyst,Mid,Company_Analytics82,Dallas,"Python, Hadoop, Beam, R, NLP",Programming,Python,5,71463,96686,84074.5,6,Mid,Retail,Startup,High School + Certification,Flexible,1,82,24,127,"Free Lunch, Learning Stipend, Unlimited PTO, 401k",84075,25223
337,Healthcare Data Analyst,Mid,Company_AI22,Minneapolis,"Power BI, GCP, Airflow",BI Tools,Power BI,3,69507,94040,81773.5,6,Mid,Technology,Small (11-50),High School + Certification,On-site,0,90,1,120,"Tuition Reimbursement, Health Insurance, Unlimited PTO, Parental Leave",81774,24533
338,Business Intelligence Analyst,Senior,Company_Cloud66,Salt Lake City,"AWS, SQL, LLM, Project Management, Scikit-learn",Cloud,AWS,5,69095,93482,81288.5,5,Senior,Entertainment,Small (11-50),PhD,Remote,1,100,21,150,"Parental Leave, Learning Stipend, Remote Work",81288,24387
339,Analytics Consultant,Senior,Company_AI39,Atlanta,"NLP, Deep Learning, Keras",ML/AI,NLP,3,78049,105595,91822.0,2,Senior,Consulting,Large (201-1000),Master's,On-site,0,100,14,46,"Gym Membership, Stock Options, Learning Stipend, Unlimited PTO",91822,27546
340,ML Engineer,Senior,Company_Digital78,Dallas,"Project Management, LangChain, Deep Learning, Keras",Soft Skills,Project Management,4,92373,124976,108674.5,5,Senior,Government,Startup,Associate,On-site,0,95,12,135,"Parental Leave, Tuition Reimbursement, Learning Stipend, Stock Options",108674,32603
341,Database Administrator,Senior,Company_Analytics99,Atlanta,"Scala, Machine Learning, Jenkins, Storytelling, LangChain, Java",Programming,Scala,6,82467,111573,97020.0,4,Senior,Finance,Startup,PhD,Remote,1,85,19,148,"Gym Membership, Tuition Reimbursement, Health Insurance, Learning Stipend",97020,29106
342,Analytics Manager,Senior,Company_Data70,Nashville,"Leadership, Project Management, LangChain, Spark, Deep Learning",Soft Skills,Leadership,5,100727,136278,118502.5,11,Senior,Technology,Enterprise (1000+),High School + Certification,Flexible,1,75,22,112,"Free Lunch, Stock Options, 401k, Tuition Reimbursement",118503,35551
343,Data Analyst,Mid,Company_Tech36,Dallas,"Kubernetes, Jenkins, Elasticsearch",Cloud,Kubernetes,3,84234,113963,99098.5,7,Mid,Telecommunications,Small (11-50),PhD,Flexible,1,93,16,11,"Learning Stipend, 401k",99099,29729
344,Analytics Consultant,Mid,Company_Digital70,Los Angeles,"Linear Algebra, Scikit-learn, R, Keras",Data Analysis,Linear Algebra,4,78540,106260,92400.0,4,Mid,Transportation,Enterprise (1000+),Master's,Hybrid,1,86,11,122,"Remote Work, Parental Leave, Learning Stipend",92400,27720
345,Supply Chain Analyst,Mid,Company_Data53,Nashville,"Java, Power BI, QlikView, Airflow",Programming,Java,4,68385,92522,80453.5,2,Mid,Telecommunications,Enterprise (1000+),Master's,Flexible,1,77,21,185,"Gym Membership, Remote Work, Health Insurance",80454,24137
346,Sports Analyst,Mid,Company_Digital58,Phoenix,"C++, R, Kubernetes, GCP, Excel, Beam",Programming,C++,6,65973,89258,77615.5,4,Mid,Education,Startup,High School + Certification,Remote,1,78,16,137,"Health Insurance, Stock Options",77616,23285
347,Database Administrator,Senior,Company_AI59,Austin,"NLP, Kafka, Julia, Kubernetes",ML/AI,NLP,4,85530,115717,100623.5,7,Senior,Transportation,Medium (51-200),Associate,Remote,1,68,8,104,"Stock Options, Tuition Reimbursement, Parental Leave, Remote Work",100623,30187
348,Data Architect,Mid,Company_Digital99,Detroit,"JavaScript, C++, PyTorch, Communication, Beam",Programming,JavaScript,5,97331,131683,114507.0,3,Mid,Government,Medium (51-200),High School + Certification,Flexible,1,90,28,92,"401k, Free Lunch",114507,34352
349,Computer Vision Engineer,Senior,Company_Tech46,Detroit,"Java, Statistics, Power BI",Programming,Java,3,94614,128007,111310.5,3,Senior,Government,Large (201-1000),High School + Certification,Hybrid,1,93,16,175,"Health Insurance, Learning Stipend, Remote Work",111310,33393
350,Marketing Analyst,Mid,Company_Cloud96,Washington DC,"Excel, LangChain, Redis",Data Analysis,Excel,3,62450,84491,73470.5,7,Mid,Retail,Large (201-1000),Bachelor's,Hybrid,1,67,2,75,"401k, Health Insurance, Tuition Reimbursement, Gym Membership",73471,22041
351,Data Governance Analyst,Senior,Company_AI89,Los Angeles,"RAG, MySQL, Jenkins, Keras, Metabase",ML/AI,RAG,5,64206,86867,75536.5,3,Senior,Telecommunications,Small (11-50),Associate,Remote,1,92,4,84,"Stock Options, Gym Membership",75537,22661
352,Operations Analyst,Senior,Company_AI66,Philadelphia,"Looker, MongoDB, LLM",BI Tools,Looker,3,64515,87285,75900.0,5,Senior,Transportation,Large (201-1000),High School + Certification,On-site,0,98,17,194,"Stock Options, Remote Work, Tuition Reimbursement, Learning Stipend",75900,22770
353,Data Product Manager,Principal,Company_AI13,Salt Lake City,"SQL, Metabase, C++",Programming,SQL,3,113740,153883,133811.5,6,Principal,Healthcare,Startup,PhD,Remote,1,90,18,16,"Remote Work, Unlimited PTO, Tuition Reimbursement",133812,40143
354,Healthcare Data Analyst,Senior,Company_Tech84,Washington DC,"Terraform, Kafka, JavaScript, Docker",Cloud,Terraform,4,64206,86867,75536.5,3,Senior,Education,Startup,PhD,Hybrid,1,81,1,65,"Remote Work, Free Lunch, Learning Stipend, Gym Membership",75537,22661
355,Business Intelligence Analyst,Senior,Company_Cloud25,Seattle,"MongoDB, Elasticsearch, AWS, Spark, C++, SQL",Databases,MongoDB,6,82938,112210,97574.0,4,Senior,Insurance,Medium (51-200),PhD,On-site,0,77,25,29,"Free Lunch, Unlimited PTO, Parental Leave, Gym Membership",97574,29272
356,Business Intelligence Analyst,Senior,Company_Data63,San Diego,"Communication, Deep Learning, Spark, Python",Soft Skills,Communication,4,72817,98518,85667.5,6,Senior,Energy,Small (11-50),High School + Certification,Remote,1,100,4,126,"Stock Options, Tuition Reimbursement, Gym Membership",85668,25701
357,ML Engineer,Mid,Company_AI4,San Francisco,"Kafka, Project Management, Power BI",Big Data,Kafka,3,87554,118455,103004.5,3,Mid,Retail,Medium (51-200),High School + Certification,On-site,0,91,20,22,"Free Lunch, 401k, Health Insurance",103005,30901
358,NLP Engineer,Mid,Company_AI95,Chicago,"Agile, Jenkins, LangChain, Kafka, QlikView, Flink",Soft Skills,Agile,6,117927,159549,138738.0,7,Mid,Insurance,Small (11-50),Master's,Flexible,1,90,25,79,"Parental Leave, Remote Work, 401k, Health Insurance",138738,41622
359,Financial Analyst,Senior,Company_Data87,Pittsburgh,"LLM, Java, Cassandra, Azure, Tableau, Kubernetes",ML/AI,LLM,6,90536,122491,106513.5,2,Senior,Manufacturing,Small (11-50),Bachelor's,On-site,0,99,1,187,"Health Insurance, Stock Options, Unlimited PTO",106514,31955
360,Data Product Manager,Manager,Company_AI60,New York,"Probability, Deep Learning, Data Visualization, Linear Algebra",Data Analysis,Probability,4,123775,167460,145617.5,9,Manager,Energy,Startup,High School + Certification,On-site,0,96,25,158,"Unlimited PTO, Free Lunch",145618,43685
361,Data Architect,Senior,Company_Tech71,Dallas,"Kubernetes, GCP, Docker",Cloud,Kubernetes,3,96205,130160,113182.5,6,Senior,Education,Medium (51-200),High School + Certification,Flexible,1,84,26,27,"Health Insurance, Learning Stipend, 401k, Stock Options",113182,33955
362,NLP Engineer,Mid,Company_Data77,Pittsburgh,"GCP, LangChain, Airflow, Elasticsearch",Cloud,GCP,4,86215,116644,101429.5,5,Mid,Media,Large (201-1000),Master's,Remote,1,100,14,163,"Unlimited PTO, Stock Options, Tuition Reimbursement, Gym Membership",101429,30429
363,Analytics Manager,Senior,Company_Digital63,Pittsburgh,"Cassandra, LangChain, Power BI, AWS, Beam, Linear Algebra",Databases,Cassandra,6,123692,167348,145520.0,6,Senior,Media,Enterprise (1000+),High School + Certification,On-site,0,87,15,32,"Unlimited PTO, Tuition Reimbursement, Free Lunch",145520,43656
364,Data Scientist,Mid,Company_Tech81,Los Angeles,"Hadoop, Excel, Deep Learning, RAG, Metabase, Machine Learning",Big Data,Hadoop,6,123150,166615,144882.5,4,Mid,Real Estate,Enterprise (1000+),PhD,On-site,0,100,28,148,"Stock Options, Tuition Reimbursement, Learning Stipend, Unlimited PTO",144883,43465
365,Sports Analyst,Mid,Company_Analytics47,Pittsburgh,"LLM, Scala, Kubernetes, Keras, Terraform, Data Visualization",ML/AI,LLM,6,71275,96430,83852.5,7,Mid,Insurance,Enterprise (1000+),Associate,Remote,1,86,19,96,"Parental Leave, Learning Stipend",83853,25155
366,Supply Chain Analyst,Senior,Company_AI78,Phoenix,"Kafka, Julia, Power BI, Metabase",Big Data,Kafka,4,66198,89562,77880.0,6,Senior,Technology,Medium (51-200),Bachelor's,On-site,0,81,25,90,"Gym Membership, 401k, Learning Stipend, Parental Leave",77880,23364
367,Database Administrator,Senior,Company_AI56,Seattle,"NLP, Docker, Flink, Python",ML/AI,NLP,4,64515,87285,75900.0,5,Senior,Technology,Medium (51-200),Bachelor's,Flexible,1,68,24,195,"Stock Options, Parental Leave, Remote Work",75900,22770
368,Data Architect,Senior,Company_Digital62,Los Angeles,"Julia, PyTorch, LangChain",Programming,Julia,3,121751,164722,143236.5,4,Senior,Entertainment,Small (11-50),Bachelor's,Flexible,1,63,4,134,"Tuition Reimbursement, Unlimited PTO, Gym Membership, Learning Stipend",143236,42971
369,Financial Analyst,Senior,Company_Tech86,Miami,"NLP, Computer Vision, Statistics, R, Airflow, JavaScript",ML/AI,NLP,6,61149,82731,71940.0,3,Senior,Consulting,Small (11-50),Associate,On-site,0,70,6,166,"Learning Stipend, Remote Work, Health Insurance",71940,21582
370,Analytics Manager,Lead,Company_AI14,Detroit,"Java, LangChain, R, Flink",Programming,Java,4,93635,126683,110159.0,12,Lead,Finance,Medium (51-200),PhD,Flexible,1,86,15,53,"Parental Leave, Learning Stipend, Tuition Reimbursement",110159,33048
371,Healthcare Data Analyst,Senior,Company_Data56,Boston,"Elasticsearch, Airflow, NLP, LangChain, Keras, Power BI",Databases,Elasticsearch,6,61149,82731,71940.0,3,Senior,Insurance,Enterprise (1000+),High School + Certification,Hybrid,1,87,19,119,"Unlimited PTO, 401k, Stock Options, Gym Membership",71940,21582
372,Data Governance Analyst,Mid,Company_Cloud43,Salt Lake City,"LLM, Scala, Java, RAG",ML/AI,LLM,4,77418,104741,91079.5,5,Mid,Transportation,Medium (51-200),Bachelor's,Flexible,1,80,26,65,"401k, Health Insurance",91080,27323
373,Computer Vision Engineer,Mid,Company_Data29,Seattle,"Linear Algebra, SQL, JavaScript, PostgreSQL",Data Analysis,Linear Algebra,4,92991,125811,109401.0,4,Mid,Education,Startup,PhD,On-site,0,80,18,105,"Unlimited PTO, Tuition Reimbursement, Health Insurance, Parental Leave",109401,32820
374,Financial Analyst,Mid,Company_Analytics57,Los Angeles,"Airflow, Excel, Looker, MySQL, Java, GCP",Big Data,Airflow,6,64515,87285,75900.0,5,Mid,Government,Large (201-1000),Bachelor's,Hybrid,1,94,8,5,"Free Lunch, Parental Leave, Gym Membership",75900,22770
375,Financial Analyst,Mid,Company_Cloud81,St. Louis,"AWS, Power BI, QlikView, Linear Algebra, Deep Learning",Cloud,AWS,5,74274,100488,87381.0,6,Mid,Finance,Enterprise (1000+),High School + Certification,Remote,1,86,22,10,"Tuition Reimbursement, Stock Options",87381,26214
376,Sports Analyst,Senior,Company_Cloud67,Philadelphia,"Metabase, Julia, PyTorch, Cassandra, Elasticsearch, Docker",BI Tools,Metabase,6,65973,89258,77615.5,4,Senior,Media,Enterprise (1000+),High School + Certification,Flexible,1,97,6,125,"Unlimited PTO, Learning Stipend, Health Insurance, Tuition Reimbursement",77616,23285
377,Data Governance Analyst,Senior,Company_Analytics60,Miami,"Spark, Kubernetes, NLP, Computer Vision, R",Big Data,Spark,5,94169,127405,110787.0,3,Senior,Manufacturing,Medium (51-200),Master's,Flexible,1,86,11,137,"Health Insurance, 401k, Stock Options, Tuition Reimbursement",110787,33236
378,Supply Chain Analyst,Mid,Company_Tech31,Atlanta,"Probability, Cassandra, Excel, Spark, MongoDB, TensorFlow",Data Analysis,Probability,6,70966,96013,83489.5,5,Mid,Government,Small (11-50),High School + Certification,Flexible,1,80,24,84,"Free Lunch, Parental Leave, Stock Options",83490,25047
379,Business Intelligence Analyst,Mid,Company_Data71,Philadelphia,"LLM, Hadoop, Scikit-learn, Kafka, RAG",ML/AI,LLM,5,87964,119011,103487.5,4,Mid,Energy,Startup,Bachelor's,Remote,1,67,12,177,"401k, Health Insurance, Gym Membership, Parental Leave",103488,31047
380,Data Warehouse Engineer,Senior,Company_Data46,Atlanta,"LangChain, Linear Algebra, Redis",ML/AI,LangChain,3,67521,91353,79437.0,6,Senior,Retail,Enterprise (1000+),Master's,Hybrid,1,75,1,90,"Stock Options, 401k, Parental Leave, Remote Work",79437,23832
381,Marketing Analyst,Senior,Company_Cloud9,Miami,"MySQL, Scikit-learn, RAG",Databases,MySQL,3,75541,102202,88871.5,5,Senior,Entertainment,Small (11-50),Master's,Hybrid,1,85,30,151,"Gym Membership, Remote Work, Learning Stipend",88872,26661
382,Business Analyst,Mid,Company_AI51,Detroit,"MongoDB, PyTorch, Hive",Databases,MongoDB,3,56560,76522,66541.0,3,Mid,Real Estate,Medium (51-200),Bachelor's,Flexible,1,88,20,115,"Learning Stipend, Parental Leave",66541,19962
383,Business Analyst,Mid,Company_Digital80,Raleigh,"Linear Algebra, Project Management, Airflow, LangChain",Data Analysis,Linear Algebra,4,73280,99144,86212.0,7,Mid,Entertainment,Medium (51-200),High School + Certification,Flexible,1,91,2,98,"Gym Membership, Learning Stipend",86212,25864
384,Analytics Consultant,Senior,Company_Digital12,Raleigh,"Airflow, Redis, Data Visualization, Tableau",Big Data,Airflow,4,62832,85008,73920.0,4,Senior,Entertainment,Startup,PhD,Flexible,1,100,19,190,"Remote Work, Parental Leave, 401k, Health Insurance",73920,22176
385,Analytics Manager,Manager,Company_AI25,St. Louis,"Azure, Statistics, Project Management",Cloud,Azure,3,93635,126683,110159.0,12,Manager,Insurance,Startup,High School + Certification,On-site,0,85,30,175,"Parental Leave, Learning Stipend, Free Lunch",110159,33048
386,AI Research Scientist,Mid,Company_Digital28,Miami,"Scikit-learn, Agile, Cassandra, MongoDB",ML/AI,Scikit-learn,4,95650,129409,112529.5,7,Mid,Education,Startup,Associate,On-site,0,63,2,147,"Learning Stipend, Tuition Reimbursement",112530,33759
387,Data Product Manager,Senior,Company_Tech27,Phoenix,"Power BI, Azure, Statistics",BI Tools,Power BI,3,97103,131375,114239.0,12,Senior,Media,Enterprise (1000+),Master's,Hybrid,1,83,22,183,"Remote Work, Learning Stipend, Unlimited PTO",114239,34272
388,Supply Chain Analyst,Senior,Company_Analytics29,San Francisco,"SQL, Power BI, PostgreSQL, Communication, MongoDB",Programming,SQL,5,67881,91839,79860.0,7,Senior,Entertainment,Small (11-50),Bachelor's,Remote,1,74,21,181,"Unlimited PTO, Remote Work, 401k, Parental Leave",79860,23958
389,Financial Analyst,Senior,Company_Digital56,Chicago,"AWS, Keras, Julia",Cloud,AWS,3,65973,89258,77615.5,4,Senior,Finance,Small (11-50),High School + Certification,Flexible,1,75,28,100,"Remote Work, 401k, Health Insurance, Parental Leave",77616,23285
390,Data Product Manager,Principal,Company_Digital9,Austin,"Probability, Airflow, Scala, Hadoop, Statistics, Scikit-learn",Data Analysis,Probability,6,88536,119783,104159.5,8,Principal,Energy,Large (201-1000),Associate,Remote,1,65,2,138,"Health Insurance, Gym Membership",104160,31247
391,Operations Analyst,Senior,Company_AI29,San Diego,"Scikit-learn, Docker, Leadership",ML/AI,Scikit-learn,3,91639,123982,107810.5,7,Senior,Insurance,Small (11-50),PhD,Flexible,1,76,19,51,"Parental Leave, Gym Membership",107811,32343
392,Healthcare Data Analyst,Mid,Company_AI69,New York,"MySQL, Flink, Beam",Databases,MySQL,3,77418,104741,91079.5,5,Mid,Government,Enterprise (1000+),PhD,Flexible,1,87,10,174,"Stock Options, Remote Work, Parental Leave, 401k",91080,27323
